"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"06-Aug-2018","EQ","259.95","261.80","252.50","258.45","253.50","254.05","257.56","468.00","247.30","1,13,71,744","2,92,89,54,668.70","85,599"
"03-Aug-2018","EQ","262.15","263.85","257.60","260.85","258.20","258.45","260.96","468.00","247.30","90,44,248","2,36,01,77,002.20","84,897"
"02-Aug-2018","EQ","263.45","266.45","258.70","265.05","260.25","260.85","262.61","468.00","247.30","1,74,21,472","4,57,50,85,041.45","1,35,851"
"01-Aug-2018","EQ","250.00","268.00","250.00","264.10","264.40","265.05","260.06","468.00","247.30","5,32,82,545","13,85,67,20,818.85","3,44,274"
"31-Jul-2018","EQ","268.95","270.45","262.20","267.50","263.60","264.10","264.96","468.00","247.30","1,00,26,055","2,65,65,04,310.80","89,004"
"30-Jul-2018","EQ","267.75","271.65","266.20","268.15","268.00","267.50","269.20","468.00","247.30","78,01,098","2,10,00,75,133.65","74,045"
"27-Jul-2018","EQ","259.10","269.70","258.55","258.25","268.30","268.15","266.19","468.35","247.30","1,52,75,469","4,06,61,60,566.40","1,12,709"
"26-Jul-2018","EQ","260.10","263.00","257.50","257.85","258.25","258.25","260.04","468.35","247.30","88,17,721","2,29,29,42,888.05","74,857"
"25-Jul-2018","EQ","260.00","261.70","256.10","258.80","257.45","257.85","258.49","468.35","247.30","67,21,386","1,73,74,16,471.75","66,449"
"24-Jul-2018","EQ","258.75","263.75","257.10","258.75","258.85","258.80","260.21","468.35","247.30","99,06,160","2,57,76,77,192.65","87,393"
"23-Jul-2018","EQ","254.95","259.50","251.10","253.40","257.95","258.75","255.87","468.35","247.30","88,91,743","2,27,51,45,755.80","68,153"
"20-Jul-2018","EQ","252.70","254.00","251.00","252.50","253.80","253.40","252.74","468.35","247.30","64,22,014","1,62,31,02,951.00","47,230"
"19-Jul-2018","EQ","254.00","257.85","251.20","251.85","252.70","252.50","254.54","468.35","247.30","95,56,686","2,43,25,57,836.25","87,348"
"18-Jul-2018","EQ","259.45","259.45","247.30","257.95","251.55","251.85","252.61","468.35","247.30","93,48,644","2,36,15,21,356.70","99,282"
"17-Jul-2018","EQ","253.00","259.00","252.30","252.10","258.55","257.95","256.55","468.35","250.50","63,50,966","1,62,93,54,597.10","58,067"
"16-Jul-2018","EQ","260.50","260.80","250.50","263.60","253.00","252.10","255.63","468.35","250.50","1,10,67,012","2,82,90,11,065.85","1,04,331"
"13-Jul-2018","EQ","267.30","269.40","262.70","266.10","263.00","263.60","265.90","468.35","252.55","83,52,827","2,22,10,27,464.80","76,239"
"12-Jul-2018","EQ","269.60","272.00","265.50","267.80","265.95","266.10","268.30","468.35","252.55","85,73,517","2,30,02,76,551.25","83,180"
"11-Jul-2018","EQ","276.40","276.40","267.10","275.45","267.80","267.80","270.35","468.35","252.55","73,56,582","1,98,88,33,726.25","77,867"
"10-Jul-2018","EQ","274.90","276.90","272.90","273.50","275.25","275.45","275.20","468.35","252.55","63,51,033","1,74,77,87,025.65","76,101"
"09-Jul-2018","EQ","274.60","277.00","272.05","270.85","273.15","273.50","274.78","468.35","252.55","93,87,556","2,57,95,04,841.95","81,141"
"06-Jul-2018","EQ","262.00","272.50","261.85","261.55","269.50","270.85","270.22","468.35","252.55","1,92,15,897","5,19,25,07,548.05","1,38,208"
"05-Jul-2018","EQ","263.50","263.75","252.55","267.05","263.40","261.55","259.45","468.35","252.55","2,08,20,454","5,40,19,64,649.60","1,69,287"
"04-Jul-2018","EQ","270.00","271.50","265.65","269.45","267.10","267.05","267.98","468.35","261.85","73,94,858","1,98,17,06,496.70","62,376"
"03-Jul-2018","EQ","269.50","271.50","267.20","266.70","270.20","269.45","269.65","468.35","261.85","1,14,84,332","3,09,67,50,523.95","89,247"
"02-Jul-2018","EQ","276.00","276.05","265.60","269.30","266.55","266.70","269.57","468.35","261.85","1,64,95,647","4,44,66,97,752.20","1,47,046"
"29-Jun-2018","EQ","265.45","270.50","262.65","263.35","268.90","269.30","267.52","468.35","261.85","1,47,65,516","3,95,00,91,910.50","1,45,708"
"28-Jun-2018","EQ","272.00","272.65","261.85","271.05","263.95","263.35","266.95","468.35","261.85","1,95,07,165","5,20,73,57,750.45","1,50,587"
"27-Jun-2018","EQ","278.50","279.50","270.00","276.85","270.75","271.05","274.66","468.35","270.00","1,90,77,416","5,23,97,79,925.95","1,45,982"
"26-Jun-2018","EQ","288.40","288.40","275.10","289.40","276.60","276.85","279.88","468.35","275.10","3,07,28,620","8,60,03,67,039.80","2,78,717"
"25-Jun-2018","EQ","306.30","306.30","287.60","308.00","288.55","289.40","295.25","468.35","281.60","1,63,92,183","4,83,98,38,510.75","1,37,622"
"22-Jun-2018","EQ","306.85","308.90","303.20","307.00","308.00","308.00","306.75","470.75","281.60","60,33,095","1,85,06,58,033.00","63,203"
"21-Jun-2018","EQ","307.90","308.50","305.50","305.60","307.00","307.00","306.97","470.75","281.60","50,85,379","1,56,10,77,345.20","71,956"
"20-Jun-2018","EQ","304.90","308.25","304.05","305.05","306.00","305.60","305.96","470.75","281.60","66,07,472","2,02,16,18,632.95","73,070"
"19-Jun-2018","EQ","309.60","312.80","303.30","308.80","304.95","305.05","307.64","470.75","281.60","1,04,98,362","3,22,97,62,608.20","1,07,623"
"18-Jun-2018","EQ","302.90","311.00","302.10","302.95","308.75","308.80","307.93","470.75","281.60","87,87,098","2,70,58,15,363.85","82,374"
"15-Jun-2018","EQ","305.75","307.65","300.55","305.90","302.70","302.95","303.97","470.75","281.60","82,24,497","2,50,00,27,887.30","79,750"
"14-Jun-2018","EQ","308.50","309.60","303.80","308.40","306.30","305.90","305.76","470.75","281.60","65,32,693","1,99,74,17,558.15","80,887"
"13-Jun-2018","EQ","309.20","311.25","307.00","307.80","308.85","308.40","309.31","470.75","281.60","72,80,886","2,25,20,73,344.95","78,861"
"12-Jun-2018","EQ","310.95","313.65","307.20","309.75","308.25","307.80","310.51","470.75","281.60","79,32,388","2,46,31,06,957.30","74,689"
"11-Jun-2018","EQ","310.90","313.90","306.65","309.95","309.35","309.75","310.90","470.75","281.60","1,46,50,133","4,55,47,37,621.55","1,51,835"
"08-Jun-2018","EQ","305.70","315.55","302.40","305.40","308.95","309.95","311.33","484.35","281.60","2,72,49,374","8,48,36,16,458.10","1,95,602"
"07-Jun-2018","EQ","296.30","306.90","295.25","295.65","304.75","305.40","301.28","484.35","281.60","2,28,39,023","6,88,10,07,434.80","1,71,241"
"06-Jun-2018","EQ","286.85","296.90","285.25","284.95","295.45","295.65","292.06","484.35","281.60","1,97,54,001","5,76,93,25,691.65","1,55,901"
"05-Jun-2018","EQ","286.65","288.25","283.60","286.65","285.50","284.95","285.35","484.35","281.60","74,56,195","2,12,76,05,686.85","89,481"
"04-Jun-2018","EQ","292.50","293.85","286.00","287.20","287.15","286.65","289.54","484.35","281.60","1,08,35,487","3,13,72,65,391.75","1,36,883"
"01-Jun-2018","EQ","284.50","290.35","283.05","282.50","287.50","287.20","287.77","487.00","281.60","1,58,40,810","4,55,84,79,297.35","1,29,864"
"31-May-2018","EQ","289.95","290.85","281.60","288.90","283.15","282.50","284.10","487.00","281.60","2,87,71,987","8,17,40,41,459.10","1,77,873"
"30-May-2018","EQ","289.95","292.25","286.15","294.65","288.95","288.90","289.91","487.00","284.10","1,16,49,429","3,37,73,02,350.05","1,22,918"
"29-May-2018","EQ","296.80","300.00","293.00","296.30","293.20","294.65","297.75","487.00","284.10","98,16,561","2,92,28,52,438.55","1,15,806"
"28-May-2018","EQ","293.75","299.90","290.30","294.15","295.95","296.30","296.61","487.00","284.10","85,16,862","2,52,61,72,398.00","90,018"
"25-May-2018","EQ","290.40","297.45","286.25","288.65","293.95","294.15","293.25","488.25","284.10","1,92,40,172","5,64,20,88,163.10","1,84,209"
"24-May-2018","EQ","300.00","307.65","284.10","309.45","289.85","288.65","291.35","488.25","284.10","4,61,04,103","13,43,24,74,747.50","4,15,816"
"23-May-2018","EQ","311.10","317.25","305.40","307.70","309.40","309.45","312.24","488.25","294.70","1,76,98,475","5,52,61,28,618.40","1,50,970"
"22-May-2018","EQ","296.55","312.50","296.55","295.90","308.00","307.70","304.99","488.25","294.70","1,71,99,292","5,24,56,49,678.70","1,67,034"
"21-May-2018","EQ","304.75","307.20","294.70","304.60","296.40","295.90","299.21","488.25","294.70","1,15,49,490","3,45,56,95,179.10","1,39,373"
"18-May-2018","EQ","314.75","315.00","303.50","314.90","304.80","304.60","307.11","488.25","303.50","1,16,88,577","3,58,96,33,648.40","1,55,665"
"17-May-2018","EQ","313.10","319.50","309.30","310.25","314.55","314.90","315.25","488.25","305.70","1,02,14,660","3,22,01,38,720.25","97,633"
"16-May-2018","EQ","309.95","315.75","306.70","310.10","309.80","310.25","311.20","488.25","305.70","1,20,51,269","3,75,03,97,570.70","1,23,384"
"15-May-2018","EQ","324.00","324.05","305.70","323.60","310.70","310.10","314.99","488.25","305.70","1,53,23,964","4,82,69,23,268.05","2,03,938"
"14-May-2018","EQ","333.00","333.00","323.00","330.80","323.50","323.60","325.70","488.25","323.00","83,12,976","2,70,75,09,903.75","98,756"
"11-May-2018","EQ","334.00","334.00","330.00","333.60","330.70","330.80","331.68","488.25","324.30","73,65,579","2,44,30,08,109.85","75,917"
"10-May-2018","EQ","343.75","343.75","332.75","341.95","333.50","333.60","336.70","488.25","324.30","1,11,58,000","3,75,68,79,888.55","1,24,964"
"09-May-2018","EQ","331.00","347.25","331.00","332.15","341.45","341.95","341.70","488.25","324.30","1,90,19,847","6,49,91,18,349.85","1,64,649"
"08-May-2018","EQ","336.30","336.60","330.25","335.15","331.25","332.15","332.16","488.25","324.30","81,14,997","2,69,54,75,429.40","1,56,582"
"07-May-2018","EQ","337.85","337.85","333.70","334.40","335.30","335.15","335.37","488.25","324.30","38,88,627","1,30,41,36,921.50","92,157"
"04-May-2018","EQ","333.75","337.30","329.50","333.50","334.50","334.40","333.16","488.25","324.30","66,60,062","2,21,88,98,653.20","77,016"
"03-May-2018","EQ","335.50","335.90","329.15","336.05","333.25","333.50","332.00","488.25","324.30","68,70,513","2,28,09,91,175.55","1,05,823"
"02-May-2018","EQ","349.20","351.65","335.00","340.40","335.75","336.05","342.87","488.25","324.30","1,60,22,148","5,49,34,49,825.60","1,43,225"
"30-Apr-2018","EQ","338.50","342.75","337.25","336.90","340.75","340.40","340.30","488.25","324.30","59,37,740","2,02,05,99,581.90","64,783"
"27-Apr-2018","EQ","333.00","337.65","331.05","330.25","336.65","336.90","334.51","488.25","324.30","88,04,236","2,94,51,38,109.05","1,05,006"
"26-Apr-2018","EQ","329.90","335.95","326.00","328.60","331.30","330.25","331.15","488.25","324.30","1,66,47,689","5,51,28,14,536.05","1,31,634"
"25-Apr-2018","EQ","330.80","334.00","327.75","331.55","328.45","328.60","330.35","488.25","324.30","63,06,039","2,08,32,29,494.40","71,066"
"24-Apr-2018","EQ","334.80","335.00","330.60","334.05","331.85","331.55","332.74","488.25","324.30","92,10,931","3,06,48,55,395.25","1,03,937"
"23-Apr-2018","EQ","335.95","339.50","333.00","336.00","333.65","334.05","336.00","488.25","324.30","80,56,732","2,70,70,28,956.65","83,673"
"20-Apr-2018","EQ","335.95","343.25","334.60","334.25","336.10","336.00","338.84","488.25","324.30","1,19,08,652","4,03,50,86,525.10","1,10,315"
"19-Apr-2018","EQ","336.50","337.00","332.50","334.80","335.00","334.25","334.57","488.25","324.30","70,87,115","2,37,11,29,885.80","78,546"
"18-Apr-2018","EQ","338.20","339.75","333.40","336.45","335.30","334.80","336.81","488.25","324.30","66,99,271","2,25,63,71,368.05","64,651"
"17-Apr-2018","EQ","342.30","344.20","332.60","339.15","336.70","336.45","337.47","488.25","324.30","1,42,41,074","4,80,59,90,321.60","1,49,758"
"16-Apr-2018","EQ","350.80","352.80","337.55","357.05","340.00","339.15","342.36","488.25","324.30","1,91,57,051","6,55,86,71,675.10","2,13,724"
"13-Apr-2018","EQ","357.90","361.00","354.40","358.40","356.10","357.05","357.29","488.25","324.30","59,35,628","2,12,07,70,158.50","61,727"
"12-Apr-2018","EQ","358.00","364.40","357.00","355.80","358.55","358.40","360.01","488.25","324.30","1,31,45,938","4,73,27,16,743.45","89,462"
"11-Apr-2018","EQ","355.00","357.15","350.50","353.25","355.30","355.80","354.01","488.25","324.30","56,22,957","1,99,06,01,953.25","53,355"
"10-Apr-2018","EQ","360.50","362.35","351.50","358.30","353.45","353.25","355.17","488.25","324.30","82,01,215","2,91,28,43,629.60","85,954"
"09-Apr-2018","EQ","361.90","368.60","357.00","364.10","358.25","358.30","361.30","488.25","324.30","95,55,113","3,45,22,54,847.35","87,454"
"06-Apr-2018","EQ","362.00","368.35","356.45","362.20","363.40","364.10","363.14","488.25","324.30","1,32,97,051","4,82,87,23,402.10","1,09,844"
"05-Apr-2018","EQ","362.60","372.35","359.80","355.60","362.00","362.20","366.90","488.25","324.30","2,88,86,070","10,59,83,14,945.20","1,69,067"
"04-Apr-2018","EQ","346.80","363.70","346.25","343.10","354.80","355.60","358.29","488.25","324.30","2,71,57,199","9,73,00,31,285.75","2,43,264"
"03-Apr-2018","EQ","338.40","344.50","337.15","339.15","342.45","343.10","342.11","488.25","324.30","69,89,584","2,39,11,98,986.10","81,593"
"02-Apr-2018","EQ","335.00","340.80","332.70","326.85","340.40","339.15","336.42","488.25","324.30","98,74,486","3,32,19,29,388.20","87,501"
"28-Mar-2018","EQ","331.50","333.65","325.20","331.15","327.30","326.85","329.45","488.25","324.30","1,09,75,624","3,61,59,65,434.40","91,171"
"27-Mar-2018","EQ","333.95","335.80","330.10","332.35","330.80","331.15","332.81","488.25","324.30","68,22,448","2,27,05,76,639.50","91,016"
"26-Mar-2018","EQ","328.80","333.90","324.30","330.85","332.35","332.35","328.75","488.25","324.30","89,07,023","2,92,81,90,066.50","1,07,091"
"23-Mar-2018","EQ","330.00","334.80","329.60","338.20","330.40","330.85","331.82","488.25","329.60","85,78,297","2,84,64,11,465.90","80,119"
"22-Mar-2018","EQ","338.50","340.25","334.80","333.85","338.10","338.20","338.00","488.25","332.25","92,55,091","3,12,82,60,791.70","60,124"
"21-Mar-2018","EQ","339.90","342.25","332.25","338.80","334.80","333.85","336.63","488.25","332.25","68,12,442","2,29,32,60,147.00","67,296"
"20-Mar-2018","EQ","335.50","340.40","333.55","335.70","339.90","338.80","338.06","488.25","332.55","50,80,453","1,71,75,16,588.90","73,027"
"19-Mar-2018","EQ","341.20","342.10","332.55","339.75","336.00","335.70","336.72","488.25","332.55","93,91,347","3,16,22,55,453.20","1,19,660"
"16-Mar-2018","EQ","352.05","352.60","338.40","353.10","339.50","339.75","342.61","488.25","338.40","1,42,05,582","4,86,69,87,581.10","1,20,580"
"15-Mar-2018","EQ","354.05","358.40","351.10","354.05","353.50","353.10","354.11","488.25","340.15","43,31,145","1,53,36,92,129.70","57,848"
"14-Mar-2018","EQ","351.00","354.90","349.60","353.15","354.85","354.05","352.08","488.25","340.15","38,20,313","1,34,50,56,807.10","43,291"
"13-Mar-2018","EQ","352.60","356.45","350.00","352.60","353.80","353.15","353.74","488.25","340.15","61,84,241","2,18,76,00,761.40","79,499"
"12-Mar-2018","EQ","345.00","353.80","340.35","341.50","353.15","352.60","347.02","488.25","340.15","82,38,960","2,85,90,52,951.15","86,481"
"09-Mar-2018","EQ","345.55","348.70","340.15","345.15","342.00","341.50","344.31","488.25","340.15","55,19,224","1,90,03,03,318.10","79,391"
"08-Mar-2018","EQ","350.80","351.90","341.05","347.80","345.05","345.15","344.99","488.25","341.05","76,74,221","2,64,75,60,294.55","92,335"
"07-Mar-2018","EQ","345.00","355.30","343.25","346.50","348.05","347.80","349.95","488.25","343.25","1,55,99,393","5,45,89,98,930.15","1,31,424"
"06-Mar-2018","EQ","355.15","357.95","345.00","352.05","346.20","346.50","352.13","488.25","345.00","88,76,632","3,12,57,71,665.60","1,27,268"
"05-Mar-2018","EQ","368.75","368.75","350.10","370.75","351.95","352.05","356.11","488.25","350.10","1,46,65,325","5,22,24,83,012.05","1,28,205"
"01-Mar-2018","EQ","369.75","376.30","369.05","369.90","370.10","370.75","373.10","488.25","356.50","69,91,806","2,60,86,60,988.45","78,996"
"28-Feb-2018","EQ","370.00","373.65","367.15","372.55","369.85","369.90","370.48","488.25","356.50","80,09,429","2,96,73,33,392.55","88,145"
"27-Feb-2018","EQ","375.00","376.60","370.35","372.05","373.30","372.55","372.91","488.25","356.50","61,56,672","2,29,58,73,627.90","63,985"
"26-Feb-2018","EQ","362.00","373.50","362.00","360.20","372.80","372.05","370.38","488.25","356.50","1,05,76,794","3,91,74,79,402.50","1,06,827"
"23-Feb-2018","EQ","360.10","364.60","358.75","358.50","360.35","360.20","361.51","488.25","356.50","67,51,064","2,44,05,80,126.85","64,044"
"22-Feb-2018","EQ","363.00","363.00","357.50","364.45","358.65","358.50","359.42","488.25","356.50","1,08,70,704","3,90,71,71,383.65","77,743"
"21-Feb-2018","EQ","372.50","372.50","362.85","369.30","364.05","364.45","365.24","488.25","356.50","86,40,166","3,15,57,37,967.80","1,01,084"
"20-Feb-2018","EQ","370.35","370.90","366.50","368.75","369.20","369.30","368.87","488.25","356.50","39,72,114","1,46,51,94,017.00","56,127"
"19-Feb-2018","EQ","373.70","374.70","362.80","370.75","370.50","368.75","368.36","488.25","356.50","56,58,765","2,08,44,66,061.20","57,354"
"16-Feb-2018","EQ","378.00","379.40","367.60","375.80","370.50","370.75","372.75","512.70","356.50","85,45,282","3,18,52,39,737.05","73,419"
"15-Feb-2018","EQ","379.80","382.20","373.10","376.85","375.90","375.80","379.06","512.70","356.50","1,02,25,880","3,87,61,88,479.05","90,362"
"14-Feb-2018","EQ","372.90","382.30","370.60","371.80","375.80","376.85","376.19","512.70","356.50","96,23,436","3,62,02,03,221.65","1,18,765"
"12-Feb-2018","EQ","373.40","376.20","370.20","368.75","371.00","371.80","372.75","512.70","356.50","60,02,369","2,23,74,11,371.60","63,325"
"09-Feb-2018","EQ","369.90","373.20","368.00","374.85","369.10","368.75","370.10","531.45","356.50","88,16,777","3,26,30,53,462.40","1,41,909"
"08-Feb-2018","EQ","379.90","380.00","372.20","377.80","376.20","374.85","375.93","531.45","356.50","1,24,52,396","4,68,12,88,947.00","1,27,386"
"07-Feb-2018","EQ","380.40","385.40","375.20","375.45","378.00","377.80","380.70","531.45","356.50","1,27,06,795","4,83,75,13,602.65","1,24,643"
"06-Feb-2018","EQ","363.00","379.85","356.50","395.80","375.25","375.45","371.36","531.45","356.50","2,52,94,860","9,39,34,02,167.10","2,53,993"
"05-Feb-2018","EQ","381.00","398.00","380.00","383.75","398.00","395.80","392.17","531.45","358.50","98,76,017","3,87,30,63,194.55","1,18,669"
"02-Feb-2018","EQ","392.00","397.40","381.30","393.65","382.85","383.75","388.53","544.50","358.50","1,00,70,356","3,91,26,36,187.80","1,12,517"
"01-Feb-2018","EQ","399.90","403.80","390.55","399.50","393.30","393.65","398.23","544.50","358.50","72,59,426","2,89,09,06,968.75","72,213"
"31-Jan-2018","EQ","395.50","400.95","395.25","395.85","400.00","399.50","398.56","544.50","358.50","51,11,454","2,03,72,27,074.40","65,628"
"30-Jan-2018","EQ","400.00","402.30","395.00","399.25","395.70","395.85","398.60","544.50","358.50","69,63,005","2,77,54,80,640.55","88,413"
"29-Jan-2018","EQ","402.50","405.90","398.10","400.30","398.90","399.25","402.45","544.50","358.50","57,89,602","2,33,00,20,245.15","70,351"
"25-Jan-2018","EQ","403.45","407.65","398.00","403.60","399.90","400.30","401.91","552.00","358.50","1,63,12,167","6,55,60,27,395.65","1,10,636"
"24-Jan-2018","EQ","416.00","416.25","402.65","418.00","403.95","403.60","407.63","552.00","358.50","1,07,89,570","4,39,81,30,026.05","1,41,190"
"23-Jan-2018","EQ","422.80","422.80","414.75","421.90","417.50","418.00","418.29","552.00","358.50","61,85,011","2,58,71,39,198.65","89,579"
"22-Jan-2018","EQ","419.05","424.40","418.45","418.05","422.20","421.90","421.87","552.00","358.50","46,43,782","1,95,90,53,961.90","62,493"
"19-Jan-2018","EQ","415.20","421.95","415.05","418.95","418.20","418.05","417.77","552.00","358.50","38,94,062","1,62,68,29,816.85","45,961"
"18-Jan-2018","EQ","424.00","428.30","414.45","422.95","418.00","418.95","421.97","552.00","358.50","95,79,830","4,04,23,59,200.10","82,077"
