"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"23-Sep-2022","EQ","431.90","431.90","420.55","432.20","423.50","423.10","424.53","536.70","293.10","1,34,41,609","5,70,63,38,198.45","1,75,682"
"22-Sep-2022","EQ","425.00","434.60","422.55","427.65","432.05","432.20","428.80","536.70","293.10","1,36,00,786","5,83,19,92,494.25","1,57,185"
"21-Sep-2022","EQ","433.95","436.00","425.50","434.25","428.00","427.65","430.13","536.70","293.10","1,08,31,068","4,65,87,47,968.45","1,55,053"
"20-Sep-2022","EQ","430.60","443.35","430.60","425.45","434.80","434.25","438.12","536.70","293.10","1,75,57,661","7,69,22,79,347.25","1,87,305"
"19-Sep-2022","EQ","431.50","431.60","424.05","432.50","425.50","425.45","427.53","536.70","293.10","1,52,36,142","6,51,39,11,271.90","2,52,321"
"16-Sep-2022","EQ","446.00","446.40","429.10","447.25","433.00","432.50","436.04","536.70","293.10","2,09,92,324","9,15,34,52,431.55","2,78,006"
"15-Sep-2022","EQ","452.40","455.85","446.05","450.20","448.25","447.25","449.43","536.70","293.10","1,03,56,713","4,65,46,44,381.90","1,20,837"
"14-Sep-2022","EQ","447.60","454.70","447.00","456.80","450.80","450.20","451.13","536.70","293.10","1,03,60,461","4,67,39,00,003.60","1,09,186"
"13-Sep-2022","EQ","454.30","458.95","453.55","451.00","456.90","456.80","456.00","536.70","293.10","1,06,61,280","4,86,15,12,938.25","1,21,708"
"12-Sep-2022","EQ","447.70","453.00","447.00","445.90","450.90","451.00","450.24","536.70","293.10","89,62,633","4,03,53,00,959.65","1,17,848"
"09-Sep-2022","EQ","447.50","449.65","440.60","442.20","446.50","445.90","444.86","536.70","290.90","1,42,94,289","6,35,89,83,627.70","1,53,630"
"08-Sep-2022","EQ","452.45","452.55","440.00","445.85","442.35","442.20","444.73","536.70","290.90","1,93,36,014","8,59,93,78,661.95","2,09,697"
"07-Sep-2022","EQ","453.20","456.50","443.65","457.75","446.20","445.85","448.25","536.70","290.90","2,07,64,508","9,30,76,49,677.75","2,61,409"
"06-Sep-2022","EQ","462.70","463.70","456.60","459.00","457.95","457.75","459.38","536.70","290.90","98,05,875","4,50,46,48,001.80","1,07,966"
"05-Sep-2022","EQ","459.75","463.95","457.00","461.75","460.10","459.00","460.37","536.70","290.90","93,78,108","4,31,74,06,706.90","1,02,371"
"02-Sep-2022","EQ","470.85","471.80","460.15","466.90","461.35","461.75","465.22","536.70","286.10","1,08,06,707","5,02,74,61,125.45","1,24,725"
"01-Sep-2022","EQ","462.50","474.40","462.15","471.10","466.90","466.90","468.63","536.70","286.10","1,33,85,159","6,27,26,27,719.90","1,71,729"
"30-Aug-2022","EQ","458.65","472.40","457.10","453.35","470.40","471.10","466.89","536.70","286.10","1,44,21,066","6,73,30,15,047.25","1,45,625"
"29-Aug-2022","EQ","451.00","456.90","450.15","465.05","454.15","453.35","453.65","536.70","286.10","1,16,47,725","5,28,39,83,489.05","1,97,293"
"26-Aug-2022","EQ","465.00","470.45","463.95","459.20","464.45","465.05","466.97","536.70","268.45","1,12,52,560","5,25,45,69,001.65","1,27,120"
"25-Aug-2022","EQ","466.00","468.80","457.40","463.20","459.65","459.20","463.92","536.70","268.45","1,12,55,809","5,22,18,31,280.20","1,14,733"
"24-Aug-2022","EQ","459.00","464.90","457.70","460.45","463.00","463.20","461.54","536.70","268.45","1,22,14,113","5,63,73,57,620.45","1,31,380"
"23-Aug-2022","EQ","449.00","462.10","447.60","454.60","461.20","460.45","455.03","536.70","268.45","1,77,79,238","8,09,01,09,755.70","2,01,138"
"22-Aug-2022","EQ","468.50","468.95","452.55","471.00","453.55","454.60","460.44","536.70","268.45","1,50,50,653","6,92,99,95,709.85","1,97,616"
"19-Aug-2022","EQ","486.75","488.10","468.10","484.80","471.00","471.00","476.10","536.70","268.45","1,66,36,593","7,92,06,76,699.05","1,91,324"
"18-Aug-2022","EQ","484.00","486.80","479.25","485.40","484.90","484.80","483.56","536.70","268.45","1,20,70,974","5,83,70,75,699.20","1,29,347"
"17-Aug-2022","EQ","490.90","494.40","484.20","489.85","484.65","485.40","489.16","536.70","268.45","1,59,48,755","7,80,14,92,590.90","2,02,083"
"16-Aug-2022","EQ","479.60","491.40","478.20","477.55","490.50","489.85","484.77","536.70","268.45","1,67,96,376","8,14,23,11,048.25","1,68,451"
"12-Aug-2022","EQ","475.75","481.45","470.00","476.65","476.70","477.55","477.41","536.70","268.45","1,34,82,890","6,43,68,87,448.75","1,46,342"
"11-Aug-2022","EQ","482.55","485.00","475.60","475.55","475.75","476.65","479.65","536.70","268.45","1,27,77,503","6,12,87,28,397.65","1,36,148"
"10-Aug-2022","EQ","470.00","477.20","463.35","468.25","475.90","475.55","470.12","536.70","268.45","1,33,60,759","6,28,11,98,084.50","1,49,880"
"08-Aug-2022","EQ","466.00","471.90","464.45","465.25","468.00","468.25","468.27","536.70","268.45","1,05,61,754","4,94,57,16,455.45","1,20,623"
"05-Aug-2022","EQ","468.90","472.90","464.00","468.90","464.70","465.25","468.48","536.70","268.45","1,19,17,799","5,58,32,29,115.80","1,31,947"
"04-Aug-2022","EQ","473.15","473.95","456.45","467.80","466.70","468.90","465.82","536.70","268.45","1,85,40,405","8,63,64,44,624.95","1,75,295"
"03-Aug-2022","EQ","475.00","476.25","459.60","476.25","467.05","467.80","466.29","536.70","268.45","1,91,25,906","8,91,81,53,301.30","2,07,995"
"02-Aug-2022","EQ","478.90","479.90","469.25","479.20","474.95","476.25","475.15","536.70","268.45","1,90,65,689","9,05,91,44,445.55","2,16,324"
"01-Aug-2022","EQ","451.95","481.00","451.05","449.60","480.05","479.20","469.99","536.70","268.45","4,30,84,536","20,24,91,20,487.80","3,93,644"
"29-Jul-2022","EQ","445.15","452.70","445.15","442.25","449.25","449.60","449.23","536.70","268.45","1,60,04,096","7,18,95,30,425.20","1,59,128"
"28-Jul-2022","EQ","440.25","449.25","427.40","444.05","442.55","442.25","439.27","536.70","268.45","3,63,80,444","15,98,07,76,527.90","3,49,031"
"27-Jul-2022","EQ","441.15","445.00","436.10","441.15","443.75","444.05","442.15","536.70","268.45","1,00,81,023","4,45,73,25,201.15","1,21,524"
"26-Jul-2022","EQ","448.70","448.70","439.75","449.55","440.70","441.15","442.95","536.70","268.45","1,15,63,528","5,12,21,15,641.75","1,35,822"
"25-Jul-2022","EQ","456.00","457.60","446.30","454.90","449.35","449.55","451.38","536.70","268.45","1,25,05,062","5,64,45,09,435.40","1,79,333"
"22-Jul-2022","EQ","456.60","459.95","452.30","454.85","454.25","454.90","455.86","536.70","268.45","1,03,40,910","4,71,40,01,688.60","1,30,269"
"21-Jul-2022","EQ","452.95","455.50","450.10","453.45","454.00","454.85","453.61","536.70","268.45","1,09,31,800","4,95,87,95,042.00","1,35,559"
"20-Jul-2022","EQ","454.35","460.75","451.75","449.05","452.75","453.45","456.93","536.70","268.45","1,71,54,184","7,83,82,59,628.55","1,63,862"
"19-Jul-2022","EQ","446.75","451.85","444.45","450.90","448.65","449.05","448.47","536.70","268.45","1,15,53,440","5,18,13,60,424.70","1,26,256"
"18-Jul-2022","EQ","443.95","453.80","443.20","440.20","450.50","450.90","449.21","536.70","268.45","2,11,85,764","9,51,68,00,250.10","2,37,488"
"15-Jul-2022","EQ","430.65","441.75","429.70","428.05","438.80","440.20","435.74","536.70","268.45","1,57,74,084","6,87,34,08,749.85","1,62,715"
"14-Jul-2022","EQ","428.00","431.25","423.30","427.10","428.00","428.05","427.46","536.70","268.45","1,07,44,547","4,59,28,50,403.05","1,10,920"
"13-Jul-2022","EQ","432.70","435.85","425.65","430.55","427.90","427.10","429.90","536.70","268.45","1,01,81,698","4,37,70,89,483.35","1,15,660"
"12-Jul-2022","EQ","433.00","435.00","428.15","437.05","428.35","430.55","432.15","536.70","268.45","95,18,822","4,11,35,72,430.90","1,01,623"
"11-Jul-2022","EQ","438.05","441.20","433.45","441.55","435.80","437.05","437.22","536.70","268.45","1,26,21,150","5,51,82,19,647.65","1,38,171"
"08-Jul-2022","EQ","436.25","443.85","429.30","430.85","440.50","441.55","437.50","536.70","268.45","2,37,30,027","10,38,18,22,008.35","2,31,534"
"07-Jul-2022","EQ","419.90","432.95","419.30","416.35","431.75","430.85","425.08","536.70","268.45","1,76,16,800","7,48,85,33,814.20","1,58,392"
"06-Jul-2022","EQ","414.00","417.30","410.65","412.00","417.10","416.35","414.33","536.70","268.45","1,21,96,920","5,05,35,71,432.90","1,24,260"
"05-Jul-2022","EQ","415.00","418.80","410.20","408.45","412.35","412.00","415.27","536.70","268.45","1,67,71,012","6,96,44,15,187.65","1,81,870"
"04-Jul-2022","EQ","411.55","414.90","405.00","412.70","407.60","408.45","408.48","536.70","268.45","1,15,25,133","4,70,77,72,092.40","1,46,366"
"01-Jul-2022","EQ","410.65","414.60","402.30","411.80","413.70","412.70","407.31","536.70","268.45","1,47,25,989","5,99,80,37,365.50","1,55,707"
"30-Jun-2022","EQ","418.30","424.00","410.00","416.95","411.00","411.80","416.96","536.70","268.45","2,01,21,916","8,38,99,57,278.55","2,00,888"
"29-Jun-2022","EQ","412.05","419.90","411.55","417.10","416.00","416.95","417.25","536.70","268.45","1,31,04,313","5,46,78,12,648.20","1,92,310"
"28-Jun-2022","EQ","411.30","418.20","409.15","414.50","417.70","417.10","415.00","536.70","268.45","1,32,38,339","5,49,39,50,694.35","1,41,548"
"27-Jun-2022","EQ","417.55","419.45","412.35","409.30","413.00","414.50","415.85","536.70","268.45","1,20,18,949","4,99,80,36,071.55","1,42,406"
"24-Jun-2022","EQ","410.00","412.85","406.15","407.20","408.75","409.30","409.69","536.70","268.45","1,48,06,456","6,06,60,54,580.25","1,68,066"
"23-Jun-2022","EQ","396.30","409.90","394.55","393.10","407.15","407.20","403.60","536.70","268.45","2,65,14,004","10,70,10,49,288.70","2,84,438"
"22-Jun-2022","EQ","396.40","397.00","390.50","397.60","392.80","393.10","393.64","536.70","268.45","1,24,26,604","4,89,16,32,161.45","1,20,100"
"21-Jun-2022","EQ","389.00","399.00","387.00","382.70","398.10","397.60","394.92","536.70","268.45","1,47,43,366","5,82,23,90,674.85","1,48,497"
"20-Jun-2022","EQ","390.55","392.95","376.65","388.95","384.75","382.70","382.70","536.70","268.45","1,70,49,013","6,52,47,42,312.80","2,15,323"
"17-Jun-2022","EQ","387.95","394.45","382.65","392.95","390.55","388.95","388.61","536.70","268.45","2,48,24,899","9,64,71,63,326.40","2,61,780"
"16-Jun-2022","EQ","420.00","420.90","390.10","414.10","393.00","392.95","403.07","536.70","268.45","2,22,61,032","8,97,28,24,034.40","2,71,515"
"15-Jun-2022","EQ","410.00","416.40","407.45","405.15","412.95","414.10","413.22","536.70","268.45","1,51,92,826","6,27,79,30,420.15","1,47,244"
"14-Jun-2022","EQ","403.00","411.85","397.70","406.70","404.70","405.15","405.51","536.70","268.45","1,96,26,627","7,95,87,44,753.50","2,08,822"
"13-Jun-2022","EQ","414.90","418.15","405.60","428.05","406.50","406.70","410.03","536.70","268.45","1,74,42,641","7,15,19,91,642.45","2,46,370"
"10-Jun-2022","EQ","423.00","428.85","422.00","428.50","427.40","428.05","426.46","536.70","268.45","1,19,14,234","5,08,09,27,101.20","1,23,430"
"09-Jun-2022","EQ","431.90","435.65","426.10","435.65","428.85","428.50","429.88","536.70","268.45","1,30,43,367","5,60,70,70,731.80","1,34,244"
"08-Jun-2022","EQ","438.70","440.40","432.00","435.85","434.75","435.65","435.67","536.70","268.45","1,28,44,475","5,59,59,90,194.70","1,28,030"
"07-Jun-2022","EQ","432.50","438.20","429.10","432.35","436.65","435.85","432.79","536.70","268.45","1,11,53,869","4,82,73,38,078.00","1,15,183"
"06-Jun-2022","EQ","427.90","433.95","424.60","431.90","433.45","432.35","428.71","536.70","268.45","1,18,96,105","5,10,00,34,442.30","1,23,128"
"03-Jun-2022","EQ","444.90","445.05","430.50","439.15","431.90","431.90","435.91","536.70","268.45","1,27,80,122","5,57,10,08,545.50","1,35,530"
"02-Jun-2022","EQ","445.00","445.60","435.65","444.60","439.85","439.15","439.66","536.70","268.45","1,27,42,438","5,60,23,64,931.70","1,45,132"
"01-Jun-2022","EQ","445.10","446.00","439.60","443.55","445.00","444.60","442.87","536.70","268.45","1,19,30,669","5,28,37,84,191.85","1,29,941"
"31-May-2022","EQ","443.95","449.50","440.40","442.40","442.70","443.55","446.05","536.70","268.45","2,23,08,219","9,95,05,67,444.20","2,03,363"
"30-May-2022","EQ","437.00","445.20","436.00","429.60","442.40","442.40","441.50","536.70","268.45","1,85,00,266","8,16,79,36,123.90","2,07,289"
"27-May-2022","EQ","426.05","433.25","425.20","420.65","430.20","429.60","429.01","536.70","268.45","1,68,67,431","7,23,62,92,574.05","1,69,490"
"26-May-2022","EQ","422.00","422.65","405.00","417.00","421.50","420.65","413.94","536.70","268.45","1,77,12,299","7,33,18,01,883.95","1,64,321"
"25-May-2022","EQ","428.45","429.00","413.45","425.75","417.25","417.00","419.77","536.70","268.45","1,35,40,006","5,68,36,78,652.65","1,46,260"
"24-May-2022","EQ","423.90","427.50","416.00","421.45","424.70","425.75","422.16","536.70","268.45","1,45,25,617","6,13,21,72,171.45","1,44,953"
"23-May-2022","EQ","421.65","431.15","419.55","418.00","420.80","421.45","424.64","536.70","268.45","1,63,45,308","6,94,08,63,462.90","1,82,946"
"20-May-2022","EQ","410.00","421.40","410.00","398.65","418.00","418.00","417.51","536.70","268.45","2,35,04,236","9,81,31,66,936.75","3,12,586"
"19-May-2022","EQ","400.00","406.80","396.20","415.15","399.45","398.65","401.61","536.70","268.45","1,77,06,724","7,11,12,17,516.20","2,49,211"
"18-May-2022","EQ","424.00","427.35","414.05","424.15","416.30","415.15","420.04","536.70","268.45","2,04,90,516","8,60,69,27,253.75","2,25,060"
"17-May-2022","EQ","408.40","425.65","405.00","405.35","424.00","424.15","416.70","536.70","268.45","2,46,51,585","10,27,24,27,644.30","2,59,565"
"16-May-2022","EQ","411.90","411.90","396.25","404.30","406.90","405.35","403.53","536.70","268.45","2,49,38,704","10,06,35,96,931.85","2,46,398"
"13-May-2022","EQ","387.00","419.35","387.00","372.30","404.00","404.30","404.94","536.70","268.45","7,14,25,747","28,92,32,09,354.30","5,82,853"
"12-May-2022","EQ","382.00","384.65","366.20","388.15","371.90","372.30","373.27","536.70","268.45","3,35,11,538","12,50,87,84,026.55","4,63,593"
"11-May-2022","EQ","396.00","397.00","377.55","391.75","390.30","388.15","386.07","536.70","268.45","2,92,15,175","11,27,91,56,582.90","3,95,546"
"10-May-2022","EQ","400.00","408.50","389.60","403.95","390.95","391.75","399.69","536.70","268.45","1,65,40,303","6,61,10,41,873.15","2,55,247"
"09-May-2022","EQ","407.15","407.40","395.00","408.55","405.70","403.95","401.34","536.70","268.45","1,80,76,956","7,25,50,42,575.05","2,31,362"
"06-May-2022","EQ","418.85","420.20","407.00","426.30","409.85","408.55","410.67","536.70","268.45","2,51,42,225","10,32,51,01,551.60","3,57,420"
"05-May-2022","EQ","429.00","434.00","423.70","423.50","425.75","426.30","429.48","536.70","268.45","1,22,40,729","5,25,70,95,513.95","1,30,740"
"04-May-2022","EQ","437.95","440.60","420.70","432.85","424.60","423.50","430.75","536.70","268.45","1,49,34,742","6,43,31,36,118.75","1,91,647"
"02-May-2022","EQ","437.95","442.95","428.50","437.60","432.85","432.85","433.17","536.70","268.45","1,89,45,234","8,20,64,71,934.60","2,10,096"
"29-Apr-2022","EQ","440.20","447.75","436.00","436.05","436.95","437.60","442.23","536.70","268.45","2,19,91,752","9,72,55,09,784.35","1,87,730"
"28-Apr-2022","EQ","434.80","439.20","430.80","430.25","435.60","436.05","434.39","536.70","268.45","1,38,75,650","6,02,75,01,093.50","1,19,728"
"27-Apr-2022","EQ","429.25","432.95","425.10","434.90","430.10","430.25","428.93","536.70","268.45","1,37,01,069","5,87,67,74,261.10","1,50,868"
"26-Apr-2022","EQ","433.90","437.45","431.60","425.15","435.05","434.90","434.74","536.70","268.45","1,35,77,513","5,90,27,11,226.50","1,35,683"
"25-Apr-2022","EQ","432.75","436.00","423.15","438.85","427.30","425.15","428.81","536.70","268.45","1,47,29,009","6,31,59,12,520.35","1,82,642"
"22-Apr-2022","EQ","442.05","447.25","438.00","448.05","438.80","438.85","442.67","536.70","268.45","1,43,62,036","6,35,76,16,773.40","1,36,174"
"21-Apr-2022","EQ","444.50","449.35","441.05","440.55","447.40","448.05","445.15","536.70","268.45","1,41,24,872","6,28,76,54,009.90","1,88,929"
"20-Apr-2022","EQ","431.00","441.70","428.25","424.95","440.90","440.55","436.45","536.70","268.45","1,96,39,290","8,57,16,24,927.70","2,05,579"
"19-Apr-2022","EQ","436.75","440.25","417.00","433.80","420.95","424.95","433.28","536.70","268.45","1,26,69,041","5,48,92,70,421.05","1,67,111"
"18-Apr-2022","EQ","430.00","436.35","423.65","431.05","433.80","433.80","429.12","536.70","268.45","1,52,98,361","6,56,48,88,217.30","2,29,241"
"13-Apr-2022","EQ","441.80","442.85","430.10","438.30","431.50","431.05","434.93","536.70","268.45","1,68,17,981","7,31,46,56,264.55","2,32,215"
"12-Apr-2022","EQ","450.80","450.80","435.00","452.05","438.00","438.30","439.20","536.70","268.45","2,26,98,696","9,96,91,75,033.40","3,37,225"
"11-Apr-2022","EQ","457.00","458.90","451.00","452.05","453.00","452.05","454.67","536.70","268.45","1,43,39,854","6,51,98,98,847.45","1,59,108"
"08-Apr-2022","EQ","450.00","456.25","449.70","449.50","452.25","452.05","452.71","536.70","268.45","1,63,15,704","7,38,63,42,103.90","1,66,609"
"07-Apr-2022","EQ","456.50","459.10","448.50","456.15","450.25","449.50","454.17","536.70","268.45","1,99,50,241","9,06,07,42,246.45","2,13,771"
"06-Apr-2022","EQ","455.90","462.70","452.60","458.05","456.50","456.15","458.18","536.70","268.45","2,49,74,477","11,44,27,98,762.60","2,59,884"
"05-Apr-2022","EQ","450.00","461.90","448.30","446.75","457.30","458.05","457.79","536.70","268.45","2,85,30,470","13,06,10,24,582.30","2,89,457"
"04-Apr-2022","EQ","444.40","449.50","441.30","441.15","446.80","446.75","446.28","536.70","268.45","1,86,57,201","8,32,63,62,214.90","1,97,202"
"01-Apr-2022","EQ","434.00","442.25","430.85","433.75","440.90","441.15","437.60","536.70","268.45","1,93,80,324","8,48,08,61,087.20","2,11,329"
"31-Mar-2022","EQ","436.00","438.30","432.60","435.65","434.00","433.75","435.36","536.70","268.45","1,42,48,045","6,20,30,12,891.10","1,39,107"
"30-Mar-2022","EQ","438.45","442.50","434.25","433.70","434.80","435.65","439.04","536.70","268.45","1,81,49,488","7,96,83,54,742.20","1,81,329"
"29-Mar-2022","EQ","436.00","439.35","431.40","432.70","433.70","433.70","435.02","536.70","268.45","1,87,10,736","8,13,96,14,044.15","1,66,038"
"28-Mar-2022","EQ","432.00","434.95","426.50","432.10","432.60","432.70","431.20","536.70","268.45","1,67,57,901","7,22,60,72,136.90","1,52,355"
"25-Mar-2022","EQ","437.00","437.00","427.65","433.20","432.40","432.10","432.99","536.70","268.45","1,51,04,414","6,54,00,56,866.80","1,51,118"
"24-Mar-2022","EQ","430.00","435.40","427.55","435.80","433.15","433.20","432.40","536.70","268.45","1,71,09,723","7,39,83,21,010.90","1,85,506"
"23-Mar-2022","EQ","443.50","447.00","434.60","440.35","435.30","435.80","439.74","536.70","268.45","2,54,66,395","11,19,86,91,330.75","2,21,031"
"22-Mar-2022","EQ","428.10","441.45","421.20","427.95","440.85","440.35","432.31","536.70","268.45","3,04,41,493","13,16,00,88,510.65","2,72,265"
"21-Mar-2022","EQ","435.50","436.30","427.10","433.80","427.70","427.95","430.44","536.70","268.45","1,82,70,995","7,86,46,57,857.30","1,85,123"
"17-Mar-2022","EQ","432.00","435.70","429.55","424.90","434.30","433.80","433.11","536.70","268.45","2,67,04,541","11,56,60,99,532.35","2,41,821"
"16-Mar-2022","EQ","427.05","428.55","420.70","413.65","424.00","424.90","424.01","536.70","268.45","2,71,91,170","11,52,92,32,372.80","2,43,908"
"15-Mar-2022","EQ","409.85","424.20","408.00","411.70","412.00","413.65","416.50","536.70","268.45","4,77,06,136","19,86,94,44,601.00","3,79,808"
"14-Mar-2022","EQ","418.75","419.00","404.00","418.15","412.50","411.70","409.95","536.70","268.45","4,07,21,277","16,69,35,22,069.20","3,81,984"
"11-Mar-2022","EQ","413.60","421.15","407.40","419.60","418.05","418.15","413.88","536.70","268.45","5,15,10,243","21,31,90,31,617.75","4,70,662"
"10-Mar-2022","EQ","427.00","434.95","414.00","405.90","418.55","419.60","426.40","536.70","268.45","5,97,76,817","25,48,86,38,259.30","5,37,943"
"09-Mar-2022","EQ","394.95","409.25","389.50","391.75","407.00","405.90","399.37","536.70","268.45","4,83,76,222","19,31,98,81,236.40","4,62,329"
"08-Mar-2022","EQ","390.50","395.45","376.35","394.00","391.30","391.75","387.74","536.70","268.45","5,55,43,383","21,53,63,99,963.85","5,16,658"
"07-Mar-2022","EQ","401.75","401.75","387.50","417.25","395.75","394.00","394.41","536.70","268.45","4,48,36,205","17,68,40,25,650.05","6,45,399"
"04-Mar-2022","EQ","431.85","431.85","414.75","437.10","418.40","417.25","423.93","536.70","268.45","3,87,65,185","16,43,38,38,263.50","6,16,081"
"03-Mar-2022","EQ","458.50","458.50","435.00","447.60","437.90","437.10","443.17","536.70","268.45","2,95,99,672","13,11,77,48,918.25","3,91,753"
"02-Mar-2022","EQ","452.95","454.25","444.55","454.05","448.80","447.60","449.27","536.70","268.45","2,57,91,134","11,58,71,37,992.70","3,35,482"
"28-Feb-2022","EQ","445.00","457.35","440.45","459.75","453.95","454.05","452.40","536.70","268.45","3,44,75,468","15,59,65,69,802.85","3,55,388"
"25-Feb-2022","EQ","444.85","465.70","441.60","427.95","460.85","459.75","459.06","536.70","268.45","4,88,76,182","22,43,68,77,368.65","5,36,058"
"24-Feb-2022","EQ","455.95","461.55","405.45","477.00","425.90","427.95","443.91","536.70","268.45","5,72,65,685","25,42,08,00,452.15","7,75,585"
"23-Feb-2022","EQ","481.75","485.40","475.30","478.25","477.00","477.00","480.31","536.70","268.45","1,77,03,998","8,50,33,50,999.45","2,05,394"
"22-Feb-2022","EQ","480.55","486.30","471.45","494.45","478.50","478.25","479.41","536.70","268.45","2,79,57,544","13,40,31,06,998.80","3,10,898"
"21-Feb-2022","EQ","490.15","500.40","486.10","493.15","493.80","494.45","494.28","536.70","268.45","2,25,92,161","11,16,69,07,442.25","2,18,559"
"18-Feb-2022","EQ","498.00","502.65","491.50","499.95","493.45","493.15","497.39","536.70","268.45","1,54,76,803","7,69,80,20,965.80","1,50,287"
"17-Feb-2022","EQ","505.90","511.50","498.30","498.45","498.70","499.95","505.01","536.70","268.45","2,79,43,077","14,11,14,98,329.35","2,62,768"
"16-Feb-2022","EQ","504.00","507.90","496.60","504.00","497.45","498.45","502.42","536.70","268.45","2,01,76,993","10,13,72,91,914.20","2,20,758"
"15-Feb-2022","EQ","476.15","505.50","467.30","471.45","503.00","504.00","486.19","536.70","268.45","3,06,23,088","14,88,87,73,774.50","3,20,563"
"14-Feb-2022","EQ","487.00","488.50","468.80","498.85","471.00","471.45","479.11","536.70","268.45","2,21,57,389","10,61,58,96,091.85","3,50,322"
"11-Feb-2022","EQ","503.25","507.00","497.00","507.45","497.55","498.85","501.22","536.70","268.45","1,35,34,899","6,78,39,91,221.95","1,44,160"
"10-Feb-2022","EQ","506.70","510.50","504.20","501.25","507.25","507.45","507.83","536.70","268.45","1,45,37,945","7,38,28,07,621.45","2,03,341"
"09-Feb-2022","EQ","496.50","503.70","494.70","492.75","501.20","501.25","500.34","536.70","268.45","1,24,30,730","6,21,95,89,247.55","1,46,963"
"08-Feb-2022","EQ","498.00","498.50","479.15","494.60","492.00","492.75","489.24","536.70","268.45","2,33,78,623","11,43,76,53,896.50","3,39,842"
"07-Feb-2022","EQ","502.90","504.35","492.50","500.60","493.80","494.60","496.88","536.70","268.45","1,33,92,910","6,65,47,20,138.55","1,83,916"
"04-Feb-2022","EQ","503.80","507.80","499.00","504.50","500.50","500.60","503.21","536.70","255.35","1,26,63,199","6,37,22,04,907.50","1,59,322"
"03-Feb-2022","EQ","509.10","514.30","502.85","506.40","503.80","504.50","509.30","536.70","255.35","1,52,49,245","7,76,63,88,390.90","1,69,805"
"02-Feb-2022","EQ","508.60","514.45","505.15","504.30","506.40","506.40","509.34","536.70","255.35","1,43,11,040","7,28,92,41,825.65","1,83,498"
"01-Feb-2022","EQ","508.00","514.75","493.00","517.75","504.50","504.30","505.96","536.70","255.35","4,80,30,231","24,30,15,93,195.35","4,92,723"
"31-Jan-2022","EQ","505.00","520.00","498.20","497.30","517.50","517.75","509.80","536.70","255.35","2,73,06,578","13,92,07,86,046.25","2,96,929"
"28-Jan-2022","EQ","500.50","509.35","495.30","494.40","497.30","497.30","502.87","536.70","255.35","2,17,84,640","10,95,48,13,561.10","2,45,257"
