"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"24-Sep-2015","EQ","309.70","312.00","301.60","310.30","302.45","303.40","305.45","612.40","301.60","1,37,99,813","4,21,51,17,588.55","1,25,506"
"23-Sep-2015","EQ","311.00","312.55","306.25","315.80","310.20","310.30","310.12","612.40","301.60","89,54,516","2,77,69,75,126.80","1,37,050"
"22-Sep-2015","EQ","332.00","333.60","314.00","331.70","315.00","315.80","323.55","612.40","301.60","71,22,834","2,30,46,10,756.75","92,657"
"21-Sep-2015","EQ","326.85","334.90","325.65","330.25","331.65","331.70","331.86","612.40","301.60","51,72,386","1,71,65,01,737.85","77,445"
"18-Sep-2015","EQ","329.20","333.80","326.85","338.05","332.35","330.25","330.35","612.40","301.60","1,48,93,326","4,91,99,61,733.85","1,33,412"
"16-Sep-2015","EQ","337.70","340.40","332.50","334.10","337.30","338.05","337.41","612.40","301.60","57,08,786","1,92,62,23,090.75","66,243"
"15-Sep-2015","EQ","345.95","345.95","333.05","346.80","334.35","334.10","337.90","612.40","301.60","58,02,405","1,96,06,24,036.40","74,753"
"14-Sep-2015","EQ","348.90","350.90","342.25","344.60","345.95","346.80","347.60","612.40","301.60","54,80,940","1,90,51,58,897.00","67,027"
"11-Sep-2015","EQ","354.90","358.90","342.25","354.10","343.60","344.60","350.08","612.40","301.60","85,69,963","3,00,01,72,495.45","1,17,276"
"10-Sep-2015","EQ","340.05","356.45","331.00","344.90","355.00","354.10","347.93","612.40","301.60","98,72,906","3,43,50,68,315.50","1,28,538"
"09-Sep-2015","EQ","335.35","350.70","333.60","330.90","345.00","344.90","342.44","612.40","301.60","88,33,492","3,02,49,20,519.45","1,21,953"
"08-Sep-2015","EQ","326.00","333.25","316.30","322.85","331.20","330.90","326.34","612.40","301.60","67,29,868","2,19,61,93,104.10","1,08,028"
"07-Sep-2015","EQ","327.80","333.00","320.00","322.90","324.00","322.85","326.39","612.40","301.60","53,57,928","1,74,87,59,910.15","57,871"
"04-Sep-2015","EQ","330.00","330.80","316.00","333.55","323.80","322.90","321.33","612.40","301.60","65,92,654","2,11,84,50,375.00","1,12,879"
"03-Sep-2015","EQ","326.20","339.80","326.20","324.45","331.70","333.55","334.54","612.40","301.60","81,38,855","2,72,27,78,126.70","92,934"
"02-Sep-2015","EQ","328.85","332.50","321.45","329.90","324.00","324.45","325.60","612.40","301.60","80,97,313","2,63,64,61,439.00","96,861"
"01-Sep-2015","EQ","334.95","339.35","325.10","340.15","328.00","329.90","333.43","612.40","301.60","86,06,005","2,86,94,63,130.85","98,491"
"31-Aug-2015","EQ","340.00","348.75","332.45","340.05","340.40","340.15","340.01","612.40","301.60","72,44,287","2,46,31,02,612.50","1,02,015"
"28-Aug-2015","EQ","342.00","342.00","335.25","334.05","340.60","340.05","338.28","612.40","301.60","71,23,909","2,40,99,02,676.85","84,220"
"27-Aug-2015","EQ","338.40","342.55","327.25","335.10","338.15","334.05","335.05","612.40","301.60","1,72,24,851","5,77,11,95,052.80","2,27,376"
"26-Aug-2015","EQ","322.00","341.40","318.25","328.85","331.40","335.10","332.64","612.40","301.60","1,37,81,660","4,58,42,88,338.40","1,65,108"
"25-Aug-2015","EQ","308.00","331.35","305.80","308.25","329.50","328.85","318.61","612.40","301.60","1,33,98,318","4,26,87,94,380.40","1,40,973"
"24-Aug-2015","EQ","317.00","317.00","301.60","332.40","303.95","308.25","311.92","612.40","301.60","1,47,53,473","4,60,19,22,033.25","1,45,655"
"21-Aug-2015","EQ","339.40","339.40","327.75","342.20","332.90","332.40","331.09","612.40","327.75","87,93,065","2,91,13,24,857.30","1,18,995"
"20-Aug-2015","EQ","348.00","349.70","341.00","351.25","343.00","342.20","343.95","612.40","341.00","77,89,676","2,67,92,66,212.40","1,02,937"
"19-Aug-2015","EQ","348.70","354.90","344.00","348.60","352.00","351.25","351.29","612.40","344.00","64,35,894","2,26,08,86,574.15","71,927"
"18-Aug-2015","EQ","355.85","358.35","347.70","356.10","348.55","348.60","351.97","612.40","345.10","56,23,977","1,97,94,96,452.65","78,906"
"17-Aug-2015","EQ","354.40","362.30","345.25","355.25","356.00","356.10","354.96","612.40","345.10","58,12,093","2,06,30,52,970.95","91,436"
"14-Aug-2015","EQ","351.45","359.75","345.10","349.40","355.05","355.25","352.60","612.40","345.10","64,00,810","2,25,69,35,237.40","84,492"
"13-Aug-2015","EQ","356.90","360.95","348.00","355.20","350.60","349.40","353.15","612.40","348.00","1,11,47,702","3,93,68,46,352.55","94,787"
"12-Aug-2015","EQ","365.00","365.85","353.55","369.15","356.40","355.20","357.65","612.40","353.55","1,11,07,801","3,97,26,58,131.45","1,24,365"
"11-Aug-2015","EQ","387.10","388.00","367.55","385.70","367.85","369.15","375.25","612.40","366.10","99,84,809","3,74,67,49,900.15","1,27,909"
"10-Aug-2015","EQ","384.00","395.30","382.10","393.40","383.00","385.70","389.21","612.40","366.10","1,44,94,111","5,64,12,18,378.00","1,54,534"
"07-Aug-2015","EQ","382.40","396.00","382.40","383.10","392.75","393.40","390.03","612.40","366.10","1,07,06,804","4,17,59,62,593.55","1,68,792"
"06-Aug-2015","EQ","376.50","384.70","373.20","376.40","382.60","383.10","379.56","612.40","366.10","79,76,356","3,02,75,31,836.35","1,06,410"
"04-Aug-2015","EQ","385.90","387.00","378.00","388.20","381.15","380.75","381.85","612.40","366.10","56,21,275","2,14,64,56,910.80","90,701"
"03-Aug-2015","EQ","386.35","394.40","382.00","383.85","387.55","388.20","390.27","612.40","366.10","66,47,982","2,59,45,00,112.70","82,764"
"31-Jul-2015","EQ","380.80","390.50","380.05","377.45","384.00","383.85","384.71","612.40","366.10","69,47,628","2,67,28,51,217.60","85,495"
"30-Jul-2015","EQ","381.65","382.50","376.00","376.45","379.00","377.45","378.71","612.40","366.10","65,62,559","2,48,53,34,615.95","71,589"
"29-Jul-2015","EQ","373.90","379.95","372.70","370.10","379.00","376.45","375.43","612.40","366.10","95,32,212","3,57,86,48,275.90","86,033"
"28-Jul-2015","EQ","373.00","374.90","366.10","377.45","370.00","370.10","369.60","612.40","366.10","1,09,75,840","4,05,66,42,646.90","1,22,703"
"27-Jul-2015","EQ","384.25","385.25","373.00","390.25","377.25","377.45","378.20","612.40","373.00","84,50,904","3,19,61,62,184.90","1,13,307"
"24-Jul-2015","EQ","397.55","399.35","389.00","401.35","389.65","390.25","394.40","612.40","380.95","70,59,848","2,78,44,06,012.80","88,833"
"23-Jul-2015","EQ","388.75","403.40","385.00","389.55","402.50","401.35","395.58","612.40","380.95","95,10,349","3,76,21,03,019.25","1,21,015"
"22-Jul-2015","EQ","388.00","392.80","385.95","389.10","389.00","389.55","389.96","612.40","380.95","59,55,109","2,32,22,48,619.65","80,913"
"21-Jul-2015","EQ","391.80","393.30","386.10","390.75","389.10","389.10","389.85","612.40","380.95","64,61,958","2,51,91,73,241.10","63,661"
"20-Jul-2015","EQ","399.00","401.90","389.30","398.05","390.55","390.75","393.38","612.40","380.95","57,77,196","2,27,26,29,828.15","1,02,991"
"17-Jul-2015","EQ","395.95","403.25","390.40","395.25","397.00","398.05","396.60","612.40","380.95","65,90,110","2,61,36,46,127.05","1,10,324"
"16-Jul-2015","EQ","394.90","398.65","392.45","394.30","394.50","395.25","395.32","612.40","380.95","51,99,913","2,05,56,24,278.35","95,705"
"15-Jul-2015","EQ","387.00","395.00","382.60","385.95","394.10","394.30","390.22","612.40","380.95","1,55,61,638","6,07,24,99,964.05","1,40,415"
"14-Jul-2015","EQ","403.50","403.50","380.95","402.10","385.05","385.95","390.76","612.40","380.95","1,13,33,562","4,42,87,52,443.15","1,71,725"
"13-Jul-2015","EQ","406.70","406.70","397.05","401.90","402.35","402.10","402.30","612.40","394.25","80,47,912","3,23,76,49,947.80","1,05,800"
"10-Jul-2015","EQ","400.25","405.80","398.05","397.80","401.15","401.90","401.50","612.40","394.25","1,36,61,389","5,48,50,72,686.60","1,54,027"
"09-Jul-2015","EQ","400.15","403.35","394.25","404.95","398.25","397.80","397.62","612.40","394.25","93,51,601","3,71,83,61,780.15","1,27,925"
"08-Jul-2015","EQ","424.00","424.00","400.00","431.55","404.30","404.95","408.40","612.40","400.00","1,55,21,757","6,33,90,76,047.75","2,54,699"
"07-Jul-2015","EQ","434.35","435.70","428.00","431.10","431.35","431.55","431.54","612.40","417.25","56,67,938","2,44,59,57,018.90","73,760"
"06-Jul-2015","EQ","428.00","433.50","420.70","433.15","429.80","431.10","427.08","612.40","417.25","46,00,687","1,96,48,76,501.45","59,799"
"03-Jul-2015","EQ","436.00","436.00","430.45","436.40","433.55","433.15","433.08","612.40","417.25","37,09,457","1,60,64,82,688.45","58,710"
"02-Jul-2015","EQ","445.00","445.00","435.00","444.50","435.35","436.40","439.62","612.40","417.25","46,41,851","2,04,06,55,302.25","95,054"
"01-Jul-2015","EQ","436.75","447.40","431.40","434.15","446.00","444.50","440.43","612.40","417.25","60,54,910","2,66,67,88,765.95","75,239"
"30-Jun-2015","EQ","428.00","436.25","422.70","428.25","433.70","434.15","427.78","612.40","417.25","63,87,312","2,73,23,50,201.10","90,025"
"29-Jun-2015","EQ","428.80","432.50","418.15","437.60","430.00","428.25","426.44","612.40","417.25","71,43,044","3,04,61,11,171.55","81,362"
"26-Jun-2015","EQ","435.00","438.80","431.20","432.40","437.00","437.60","435.34","612.40","417.25","50,09,173","2,18,07,13,093.80","77,606"
"25-Jun-2015","EQ","433.00","436.10","429.50","430.60","433.55","432.40","433.01","612.40","417.25","77,45,469","3,35,38,31,984.45","87,972"
"24-Jun-2015","EQ","438.70","438.70","428.10","436.00","430.00","430.60","433.59","612.40","417.25","70,81,258","3,07,03,86,188.15","1,12,784"
"23-Jun-2015","EQ","441.00","447.40","435.00","440.50","436.65","436.00","439.82","612.40","417.25","57,62,483","2,53,44,41,973.45","95,300"
"22-Jun-2015","EQ","435.00","444.00","435.00","433.05","439.25","440.50","440.99","612.40","417.25","52,81,379","2,32,90,17,520.80","82,457"
"19-Jun-2015","EQ","444.80","444.80","431.60","445.45","433.70","433.05","436.08","612.40","417.25","68,91,821","3,00,53,80,179.70","1,54,121"
"18-Jun-2015","EQ","434.90","447.50","431.40","433.70","443.50","445.45","442.67","612.40","417.25","81,98,142","3,62,90,65,420.85","1,64,055"
"17-Jun-2015","EQ","436.00","437.40","426.50","432.80","433.55","433.70","432.41","612.40","417.25","70,34,146","3,04,16,67,176.95","74,938"
"16-Jun-2015","EQ","427.05","435.80","421.25","426.35","433.00","432.80","426.89","612.40","417.25","61,92,559","2,64,35,30,472.35","62,594"
"15-Jun-2015","EQ","426.00","427.95","418.10","421.80","425.50","426.35","423.79","612.40","417.25","72,87,773","3,08,84,96,464.60","91,235"
"12-Jun-2015","EQ","426.55","429.50","417.25","430.20","422.95","421.80","422.06","612.40","417.25","1,08,71,836","4,58,85,39,522.95","1,10,127"
"11-Jun-2015","EQ","446.50","446.80","428.10","446.60","430.55","430.20","434.26","612.40","427.15","96,68,308","4,19,85,84,815.65","1,09,335"
"10-Jun-2015","EQ","439.90","449.40","436.00","440.05","445.90","446.60","445.39","612.40","427.15","97,16,102","4,32,74,88,618.60","1,38,574"
"09-Jun-2015","EQ","431.30","443.80","431.30","435.60","440.40","440.05","438.65","612.40","427.15","77,41,629","3,39,58,89,411.90","1,08,554"
"08-Jun-2015","EQ","435.30","438.00","429.05","442.10","435.10","435.60","433.21","612.40","427.15","70,72,020","3,06,36,75,576.75","87,781"
"05-Jun-2015","EQ","445.65","449.55","439.50","451.20","442.05","442.10","443.35","612.40","410.55","1,11,95,670","4,96,36,02,057.40","1,13,173"
"04-Jun-2015","EQ","456.85","458.45","445.45","456.85","451.70","451.20","449.06","612.40","410.55","80,01,049","3,59,29,60,240.00","1,01,730"
"03-Jun-2015","EQ","467.00","468.75","434.70","466.95","458.50","456.85","451.02","612.40","410.55","97,02,740","4,37,60,84,763.35","1,37,547"
"02-Jun-2015","EQ","473.10","478.40","465.00","472.05","465.60","466.95","469.97","612.40","410.55","62,37,231","2,93,13,05,844.70","78,916"
"01-Jun-2015","EQ","482.90","482.90","471.00","481.65","473.00","472.05","474.36","612.40","410.55","46,10,219","2,18,68,96,287.40","88,453"
"29-May-2015","EQ","485.20","490.25","479.40","484.35","483.70","481.65","484.07","612.40","407.05","78,92,019","3,82,02,67,472.55","1,09,689"
"28-May-2015","EQ","473.85","487.45","472.25","471.75","482.55","484.35","482.00","612.40","407.05","1,17,92,862","5,68,41,07,997.30","1,53,480"
"27-May-2015","EQ","473.60","474.95","463.55","497.60","472.75","471.75","470.73","612.40","407.05","1,59,36,377","7,50,16,75,168.15","1,82,427"
"26-May-2015","EQ","505.00","506.00","493.55","505.30","499.00","497.60","497.70","612.40","407.05","73,89,680","3,67,78,77,954.50","1,13,604"
"25-May-2015","EQ","513.00","514.00","503.00","514.65","505.00","505.30","508.17","612.40","407.05","30,80,546","1,56,54,33,241.70","38,872"
"22-May-2015","EQ","511.75","516.95","510.20","511.20","514.50","514.65","514.49","612.40","407.05","47,44,826","2,44,11,62,723.05","1,27,586"
"21-May-2015","EQ","506.50","512.50","505.00","505.25","511.00","511.20","510.49","612.40","407.05","47,08,702","2,40,37,47,765.30","1,40,823"
"20-May-2015","EQ","511.00","513.85","503.55","509.80","506.00","505.25","507.55","612.40","407.05","63,85,674","3,24,10,77,459.15","96,925"
"19-May-2015","EQ","516.90","518.75","508.70","520.70","509.75","509.80","513.56","612.40","407.05","55,00,642","2,82,49,19,743.25","93,307"
"18-May-2015","EQ","517.25","524.40","510.30","519.90","520.00","520.70","516.03","612.40","407.05","43,63,711","2,25,18,13,755.20","74,282"
"15-May-2015","EQ","519.00","524.50","517.05","516.60","520.40","519.90","520.58","612.40","407.05","40,38,816","2,10,25,40,620.80","76,488"
"14-May-2015","EQ","519.00","519.00","510.10","520.45","516.45","516.60","513.90","612.40","407.05","35,87,736","1,84,37,47,386.75","91,325"
"12-May-2015","EQ","525.70","525.70","511.15","529.70","514.10","513.55","515.48","612.40","407.05","45,69,616","2,35,55,27,215.25","81,869"
"11-May-2015","EQ","522.25","530.95","517.00","513.70","528.55","529.70","525.60","612.40","407.05","55,20,513","2,90,15,58,298.25","1,43,697"
"08-May-2015","EQ","498.75","515.90","497.35","488.10","513.00","513.70","510.19","612.40","407.05","62,29,295","3,17,81,46,760.95","1,01,709"
"07-May-2015","EQ","493.50","503.00","482.60","497.85","491.05","488.10","494.16","612.40","407.05","55,04,557","2,72,01,08,776.15","70,771"
"06-May-2015","EQ","508.50","508.50","495.80","510.45","500.00","497.85","500.86","612.40","407.05","59,25,410","2,96,77,93,056.75","80,658"
"05-May-2015","EQ","509.50","515.70","506.05","506.45","511.00","510.45","511.16","612.40","407.05","33,98,712","1,73,72,99,877.35","52,528"
"04-May-2015","EQ","511.75","516.00","497.50","508.25","508.20","506.45","504.09","612.40","407.05","58,49,866","2,94,88,86,088.25","1,13,398"
"30-Apr-2015","EQ","518.20","520.80","506.75","520.90","509.50","508.25","512.53","612.40","404.20","1,00,09,172","5,12,99,78,249.20","1,03,715"
"29-Apr-2015","EQ","526.75","528.00","516.80","529.85","521.55","520.90","520.99","612.40","404.20","36,85,760","1,92,02,61,102.95","56,956"
"28-Apr-2015","EQ","520.50","533.80","518.35","516.85","525.90","529.85","526.87","612.40","404.20","64,17,077","3,38,09,47,599.45","1,24,545"
"27-Apr-2015","EQ","521.00","523.00","513.05","516.20","517.50","516.85","519.04","612.40","404.20","30,82,875","1,60,01,29,703.60","65,488"
"24-Apr-2015","EQ","515.25","520.00","508.60","512.00","517.30","516.20","515.74","612.40","404.20","43,02,328","2,21,88,67,046.75","62,545"
"23-Apr-2015","EQ","527.80","527.80","508.45","523.50","511.75","512.00","516.58","612.40","404.20","49,61,920","2,56,32,10,830.65","91,064"
"22-Apr-2015","EQ","529.00","529.70","510.65","527.40","525.25","523.50","520.98","612.40","404.20","43,11,384","2,24,61,57,656.25","1,09,493"
"21-Apr-2015","EQ","531.45","538.00","523.50","533.20","527.40","527.40","531.50","612.40","404.20","32,43,871","1,72,41,31,673.40","75,200"
"20-Apr-2015","EQ","543.15","543.15","521.05","535.35","536.10","533.20","529.93","612.40","404.20","50,11,252","2,65,55,98,349.90","1,36,271"
"17-Apr-2015","EQ","541.50","544.80","534.15","541.25","534.15","535.35","539.53","612.40","404.20","27,28,290","1,47,19,86,111.65","73,343"
"16-Apr-2015","EQ","543.75","551.25","534.20","540.45","538.40","541.25","542.92","612.40","404.20","40,27,716","2,18,67,30,509.65","89,074"
"15-Apr-2015","EQ","551.25","551.25","538.25","556.25","539.95","540.45","544.39","612.40","404.20","41,18,983","2,24,23,15,883.30","1,37,919"
"13-Apr-2015","EQ","563.00","563.90","552.45","562.65","556.15","556.25","555.97","612.40","404.20","28,89,208","1,60,63,07,690.00","87,262"
"10-Apr-2015","EQ","558.80","569.40","555.55","559.90","561.85","562.65","561.79","612.40","400.85","28,08,049","1,57,75,38,987.00","46,542"
"09-Apr-2015","EQ","562.80","564.85","552.25","561.50","560.00","559.90","557.80","612.40","400.85","30,43,135","1,69,74,64,027.40","54,869"
"08-Apr-2015","EQ","565.00","569.60","559.20","560.35","563.00","561.50","564.54","612.40","400.85","37,74,897","2,13,10,64,907.85","77,756"
"07-Apr-2015","EQ","569.05","570.70","554.05","568.15","561.00","560.35","560.60","612.40","400.85","32,01,751","1,79,49,11,677.45","61,991"
"06-Apr-2015","EQ","563.90","573.50","555.35","564.90","566.50","568.15","569.34","612.40","400.85","57,28,358","3,26,13,84,896.30","1,02,382"
"01-Apr-2015","EQ","549.10","566.40","548.00","550.20","566.10","564.90","557.30","612.40","396.65","41,77,702","2,32,82,41,330.40","95,664"
"31-Mar-2015","EQ","540.15","559.80","537.60","540.00","550.60","550.20","549.67","612.40","396.65","53,52,135","2,94,18,88,163.90","1,42,278"
"30-Mar-2015","EQ","536.85","541.05","531.35","535.35","540.20","540.00","536.09","612.40","396.65","39,69,941","2,12,82,43,271.05","82,911"
"27-Mar-2015","EQ","525.65","536.80","518.15","524.25","535.00","535.35","530.65","612.40","386.65","46,71,141","2,47,87,59,078.95","81,888"
"26-Mar-2015","EQ","530.90","539.00","520.80","541.85","526.80","524.25","530.06","612.40","386.65","64,75,129","3,43,22,33,332.55","87,728"
"25-Mar-2015","EQ","535.50","545.60","533.50","532.25","541.00","541.85","540.09","612.40","386.65","85,33,721","4,60,90,00,426.35","1,22,890"
"24-Mar-2015","EQ","551.80","552.50","528.40","551.45","531.80","532.25","541.55","612.40","386.65","44,71,090","2,42,13,13,829.30","81,591"
"23-Mar-2015","EQ","548.05","557.80","548.05","547.60","552.00","551.45","552.82","612.40","386.65","31,20,391","1,72,50,20,959.20","61,905"
"20-Mar-2015","EQ","548.95","550.65","541.00","553.80","549.00","547.60","546.22","612.40","378.75","50,65,418","2,76,68,21,604.30","1,18,862"
"19-Mar-2015","EQ","565.00","568.95","551.25","560.20","552.45","553.80","560.74","612.40","378.75","32,60,146","1,82,81,07,646.95","58,113"
"18-Mar-2015","EQ","570.35","571.00","556.50","571.55","560.65","560.20","562.65","612.40","378.75","45,21,120","2,54,38,08,946.35","93,145"
"17-Mar-2015","EQ","564.00","579.00","562.40","556.90","569.90","571.55","571.05","612.40","378.75","53,38,621","3,04,86,23,055.85","75,991"
"16-Mar-2015","EQ","559.05","565.70","554.25","558.35","558.10","556.90","558.76","612.40","378.75","27,57,396","1,54,07,15,639.10","55,050"
"13-Mar-2015","EQ","565.65","565.70","555.10","563.90","559.00","558.35","559.33","612.40","378.75","53,25,356","2,97,86,26,224.65","78,654"
"12-Mar-2015","EQ","554.90","566.95","554.30","550.90","564.95","563.90","563.09","612.40","378.75","33,94,342","1,91,13,32,413.90","52,210"
"11-Mar-2015","EQ","561.00","565.20","548.20","560.20","551.10","550.90","553.58","612.40","378.75","31,51,043","1,74,43,67,345.60","49,654"
"10-Mar-2015","EQ","567.90","572.70","558.70","565.10","561.00","560.20","565.60","612.40","378.75","38,75,591","2,19,20,50,848.55","95,351"
"09-Mar-2015","EQ","571.00","573.60","562.00","570.70","563.10","565.10","567.15","612.40","378.75","35,28,212","2,00,10,38,187.10","79,654"
"05-Mar-2015","EQ","576.00","577.80","567.70","574.10","570.60","570.70","570.93","612.40","378.75","33,18,912","1,89,48,76,196.85","54,186"
"04-Mar-2015","EQ","581.50","592.10","570.10","574.10","574.60","574.10","582.51","612.40","378.75","61,76,534","3,59,78,63,809.80","1,00,471"
"03-Mar-2015","EQ","582.50","582.50","572.00","585.00","573.00","574.10","574.72","612.40","378.75","35,55,077","2,04,31,90,787.60","61,743"
"02-Mar-2015","EQ","597.40","601.00","573.10","593.35","584.15","585.00","583.67","612.40","378.75","48,99,347","2,85,96,14,784.50","87,452"
"28-Feb-2015","EQ","576.85","598.95","563.80","575.15","597.50","593.35","581.82","612.40","378.75","41,08,469","2,39,03,91,746.35","52,826"
"27-Feb-2015","EQ","567.05","581.00","563.50","560.65","574.00","575.15","573.35","612.40","378.75","43,10,800","2,47,15,88,625.50","71,172"
"26-Feb-2015","EQ","570.10","572.05","557.35","568.20","562.40","560.65","564.14","612.40","378.75","35,33,029","1,99,31,24,711.60","1,10,847"
"25-Feb-2015","EQ","566.70","576.00","564.00","564.40","567.00","568.20","570.34","612.40","378.75","30,50,026","1,73,95,66,333.60","1,12,897"
"24-Feb-2015","EQ","577.00","578.00","559.95","574.20","566.00","564.40","565.35","612.40","378.75","43,04,190","2,43,33,53,028.80","1,12,352"
"23-Feb-2015","EQ","582.00","584.45","572.05","579.90","575.50","574.20","577.53","612.40","378.75","30,08,142","1,73,72,79,131.90","57,776"
"20-Feb-2015","EQ","579.50","585.00","572.25","576.55","580.00","579.90","579.54","612.40","378.75","38,65,784","2,24,03,88,482.75","55,828"
"19-Feb-2015","EQ","586.00","592.55","572.10","584.30","578.00","576.55","579.88","612.40","378.75","42,71,131","2,47,67,47,491.30","58,383"
"18-Feb-2015","EQ","572.70","587.00","560.65","574.15","583.10","584.30","578.82","612.40","378.75","57,84,461","3,34,81,68,566.35","82,272"
"16-Feb-2015","EQ","569.00","580.45","565.50","565.55","574.00","574.15","575.40","612.40","378.75","57,32,125","3,29,82,63,769.55","86,836"
"13-Feb-2015","EQ","562.70","567.20","555.00","561.80","565.20","565.55","561.80","612.40","358.00","34,69,320","1,94,90,49,513.10","52,803"
"12-Feb-2015","EQ","562.20","566.00","552.50","558.90","563.15","561.80","559.76","612.40","358.00","54,30,678","3,03,99,01,218.90","85,995"
"11-Feb-2015","EQ","567.00","571.40","553.35","564.10","560.15","558.90","558.41","612.40","358.00","45,88,336","2,56,21,89,629.95","48,774"
"10-Feb-2015","EQ","544.00","568.00","543.35","542.65","563.70","564.10","556.33","612.40","358.00","55,57,625","3,09,18,76,969.95","1,52,320"
"09-Feb-2015","EQ","550.00","554.45","541.30","559.60","542.80","542.65","548.07","612.40","358.00","45,79,430","2,50,98,70,470.20","1,03,468"
"06-Feb-2015","EQ","567.05","572.00","552.20","589.20","559.95","559.60","559.06","612.40","332.10","1,20,91,509","6,75,98,53,519.45","1,38,040"
"05-Feb-2015","EQ","591.00","602.90","582.00","591.40","587.60","589.20","593.51","612.40","332.10","67,74,777","4,02,09,08,756.15","89,368"
"04-Feb-2015","EQ","606.65","606.65","588.20","603.30","592.00","591.40","594.17","612.40","332.10","33,62,648","1,99,80,01,258.25","47,277"
"03-Feb-2015","EQ","597.65","612.40","596.20","592.50","598.15","603.30","604.73","612.40","332.10","60,35,606","3,64,99,24,353.50","96,822"
"02-Feb-2015","EQ","587.80","595.90","580.85","585.15","592.25","592.50","587.98","607.70","332.10","43,16,925","2,53,82,70,511.05","88,096"
"30-Jan-2015","EQ","601.40","604.70","581.10","598.60","586.40","585.15","588.21","607.70","332.10","41,36,616","2,43,31,80,217.40","86,101"
"29-Jan-2015","EQ","586.00","600.70","580.60","589.20","597.00","598.60","594.14","607.70","332.10","58,12,166","3,45,32,48,019.85","85,051"
"28-Jan-2015","EQ","599.00","599.20","587.00","604.55","588.05","589.20","592.08","607.70","332.10","82,09,728","4,86,07,91,955.90","1,04,919"
"27-Jan-2015","EQ","596.05","607.70","596.05","588.45","606.00","604.55","601.15","607.70","332.10","71,36,967","4,29,04,11,449.75","1,96,320"
"23-Jan-2015","EQ","575.00","591.15","574.00","566.50","586.10","588.45","582.50","591.15","332.10","76,82,336","4,47,49,84,692.15","92,066"
"22-Jan-2015","EQ","550.65","568.70","548.55","551.50","566.10","566.50","562.29","568.70","332.10","59,46,787","3,34,38,22,905.55","1,07,930"
"21-Jan-2015","EQ","556.85","558.45","546.00","559.20","550.45","551.50","551.80","561.00","332.10","64,52,158","3,56,03,10,824.35","96,859"
"20-Jan-2015","EQ","538.75","561.00","534.75","538.50","559.95","559.20","548.76","561.00","332.10","60,75,180","3,33,38,43,231.05","1,13,370"
"19-Jan-2015","EQ","526.50","539.60","523.15","525.75","536.95","538.50","533.54","550.70","332.10","45,68,341","2,43,73,70,243.70","80,811"
"16-Jan-2015","EQ","531.10","535.80","522.40","532.95","525.50","525.75","526.46","550.70","332.10","42,05,034","2,21,37,92,796.35","1,16,101"
